,date,prcp
1093,2017-01-20,
1094,2017-01-23,
1095,2017-01-24,
1096,2017-01-25,
1097,2017-01-26,0.0
1098,2017-01-27,0.0
1099,2017-01-30,0.05
1100,2017-01-31,0.0
1101,2017-02-01,0.0
1102,2017-02-02,0.0
1103,2017-02-03,0.0
1104,2017-02-06,
1105,2017-02-07,0.0
1106,2017-02-08,0.0
1107,2017-02-09,0.0
1108,2017-02-10,0.0
1109,2017-02-13,
1110,2017-02-14,0.0
1111,2017-02-15,
1112,2017-02-16,
1113,2017-02-17,0.0
1114,2017-02-21,
1115,2017-02-22,0.17
1116,2017-02-23,0.0
1117,2017-02-24,0.0
1118,2017-02-27,
1119,2017-02-28,
1120,2017-03-01,2.4
1121,2017-03-02,0.44
1122,2017-03-03,0.14
1123,2017-03-06,
1124,2017-03-07,
1125,2017-03-08,
1126,2017-03-09,0.0
1127,2017-03-10,0.0
1128,2017-03-13,
1129,2017-03-14,0.06
1130,2017-03-15,0.0
1131,2017-03-16,
1132,2017-03-17,
1133,2017-03-28,
1134,2017-03-29,
1135,2017-03-30,
1136,2017-03-31,0.0
1137,2017-04-03,
1138,2017-04-04,0.0
1139,2017-04-05,0.0
1140,2017-04-06,0.0
1141,2017-04-07,0.0
1142,2017-04-10,
1143,2017-04-11,
1144,2017-04-12,
1145,2017-04-13,
1146,2017-04-17,
1147,2017-04-18,0.0
1148,2017-04-19,
1149,2017-04-20,
1150,2017-04-21,
1151,2017-04-24,
1152,2017-04-25,
1153,2017-04-27,
1154,2017-04-28,
1155,2017-06-02,
1156,2017-06-05,
1157,2017-06-06,
1158,2017-06-07,
1159,2017-06-08,
1160,2017-06-09,
1161,2017-06-13,
1162,2017-06-14,
1163,2017-06-15,
1164,2017-06-16,
1165,2017-06-19,
1166,2017-06-20,
1167,2017-06-21,
1168,2017-06-22,0.0
1169,2017-06-23,0.0
1170,2017-06-26,
1171,2017-06-27,0.0
1172,2017-06-28,0.0
1173,2017-06-29,0.0
1174,2017-06-30,0.12
1175,2017-07-03,
1176,2017-07-05,
1177,2017-07-06,
1178,2017-07-07,
1179,2017-07-10,
1180,2017-07-11,
1181,2017-07-12,
1182,2017-07-13,
1183,2017-07-18,0.0
1184,2017-07-19,0.0
1185,2017-07-20,0.0
1186,2017-07-21,0.0
1187,2017-07-25,0.0
1188,2017-07-26,
1189,2017-07-27,
1190,2017-07-28,0.01
1191,2017-07-31,
1192,2016-08-23,0.02
1193,2016-08-24,1.22
1194,2016-08-25,0.21
1195,2016-08-26,0.0
1196,2016-08-27,0.0
1197,2016-08-28,0.14
1198,2016-08-29,0.0
1199,2016-08-30,0.0
1200,2016-08-31,0.25
1201,2016-09-02,
1202,2016-09-03,0.08
1203,2016-09-04,0.74
1204,2016-09-05,0.02
1205,2016-09-06,0.03
1206,2016-09-07,0.11
1207,2016-09-08,0.01
1208,2016-09-09,0.23
1209,2016-09-10,0.14
1210,2016-09-11,0.12
1211,2016-09-12,0.15
1212,2016-09-13,0.46
1213,2016-09-14,1.19
1214,2016-09-15,0.17
1215,2016-09-16,0.01
1216,2016-09-17,0.0
1217,2016-09-18,0.04
1218,2016-09-19,0.05
1219,2016-09-20,0.04
1220,2016-09-21,0.0
1221,2016-09-22,0.01
1222,2016-09-23,0.0
1223,2016-09-24,0.0
1224,2016-09-25,0.0
1225,2016-09-26,0.34
1226,2016-09-27,0.05
1227,2016-09-28,0.0
1228,2016-09-29,0.18
1229,2016-09-30,0.15
1230,2016-10-01,0.07
1231,2016-10-02,0.0
1232,2016-10-03,0.0
1233,2016-10-04,0.0
1234,2016-10-05,0.0
1235,2016-10-06,0.0
1236,2016-10-07,0.0
1237,2016-10-08,0.0
1238,2016-10-09,0.0
1239,2016-10-10,0.0
1240,2016-10-11,0.0
1241,2016-10-12,0.0
1242,2016-10-13,0.0
1243,2016-10-14,0.0
1244,2016-10-15,0.0
1245,2016-10-16,0.0
1246,2016-10-17,0.12
1247,2016-10-18,0.02
1248,2016-10-19,0.0
1249,2016-10-21,
1250,2016-10-22,0.0
1251,2016-10-23,0.0
1252,2016-10-24,0.0
1253,2016-10-25,0.12
1254,2016-10-26,0.02
1255,2016-10-27,0.08
1256,2016-10-28,0.06
1257,2016-10-29,0.01
1258,2016-10-30,0.0
1259,2016-10-31,0.13
1260,2016-11-01,0.01
1261,2016-11-02,0.0
1262,2016-11-03,0.0
1263,2016-11-04,0.0
1264,2016-11-05,0.02
1265,2016-11-06,0.0
1266,2016-11-07,0.0
1267,2016-11-08,0.15
1268,2016-11-09,0.0
1269,2016-11-10,0.0
1270,2016-11-11,0.0
1271,2016-11-12,0.0
1272,2016-11-13,0.0
1273,2016-11-14,0.0
1274,2016-11-15,0.0
1275,2016-11-16,0.07
1276,2016-11-17,0.0
1277,2016-11-18,0.02
1278,2016-11-19,0.13
1279,2016-11-20,0.4
1280,2016-11-21,0.07
1281,2016-11-22,0.31
1282,2016-11-23,0.03
1283,2016-11-24,0.21
1284,2016-11-25,0.11
1285,2016-11-26,0.03
1286,2016-11-27,0.0
1287,2016-11-28,0.0
1288,2016-11-29,0.06
1289,2016-11-30,0.0
1290,2016-12-01,0.16
1291,2016-12-02,0.01
1292,2016-12-03,0.02
1293,2016-12-04,0.32
1294,2016-12-05,0.45
1295,2016-12-06,0.0
1296,2016-12-07,0.07
1297,2016-12-08,0.01
1298,2016-12-10,
1299,2016-12-11,0.06
1300,2016-12-12,0.0
1301,2016-12-13,0.15
1302,2016-12-14,0.05
1303,2016-12-15,0.0
1304,2016-12-16,0.0
1305,2016-12-17,0.16
1306,2016-12-18,0.27
1307,2016-12-19,0.02
1308,2016-12-20,0.01
1309,2016-12-21,0.06
1310,2016-12-22,0.14
1311,2016-12-23,0.02
1312,2016-12-24,0.06
1313,2016-12-25,0.0
1314,2016-12-26,0.06
1315,2016-12-27,0.0
1316,2016-12-28,0.06
1317,2016-12-29,0.05
1318,2016-12-30,0.07
1319,2017-01-01,
1320,2017-01-03,
1321,2017-01-04,0.18
1322,2017-01-05,0.42
1323,2017-01-06,0.01
1324,2017-01-07,0.0
1325,2017-01-08,0.0
1326,2017-01-09,0.0
1327,2017-01-10,0.0
1328,2017-01-12,
1329,2017-01-15,
1330,2017-01-16,0.0
1331,2017-01-18,
1332,2017-01-19,0.0
1333,2017-01-20,0.0
1334,2017-01-21,0.11
1335,2017-01-22,0.04
1336,2017-01-23,0.0
1337,2017-01-24,0.08
1338,2017-01-25,0.0
1339,2017-01-26,0.0
1340,2017-01-27,0.0
1341,2017-01-29,
1342,2017-01-30,0.0
1343,2017-01-31,0.0
1344,2017-02-01,0.0
1345,2017-02-02,0.0
1346,2017-02-03,0.0
1347,2017-02-04,0.0
1348,2017-02-05,0.0
1349,2017-02-06,0.0
1350,2017-02-07,1.8
1351,2017-02-08,0.0
1352,2017-02-09,0.0
1353,2017-02-10,0.0
1354,2017-02-11,5.04
1355,2017-02-12,0.07
1356,2017-02-13,0.0
1357,2017-02-15,
1358,2017-02-16,0.67
1359,2017-02-17,0.06
1360,2017-02-18,0.01
1361,2017-02-20,
1362,2017-02-22,0.13
1363,2017-02-23,0.0
1364,2017-02-24,0.0
1365,2017-02-26,
1366,2017-02-27,0.0
1367,2017-02-28,0.0
1368,2017-03-01,0.59
1369,2017-03-02,1.48
1370,2017-03-03,0.25
1371,2017-03-04,0.0
1372,2017-03-06,
1373,2017-03-09,
1374,2017-03-10,0.0
1375,2017-03-11,0.0
1376,2017-03-12,0.0
1377,2017-03-13,0.0
1378,2017-03-14,0.0
1379,2017-03-15,0.0
1380,2017-03-16,0.0
1381,2017-03-17,0.35
1382,2017-03-18,0.0
1383,2017-03-19,0.0
1384,2017-03-20,0.0
1385,2017-03-21,0.0
1386,2017-03-22,0.0
1387,2017-03-23,0.02
1388,2017-03-24,0.07
1389,2017-03-25,0.43
1390,2017-03-26,0.0
1391,2017-03-27,0.0
1392,2017-03-28,0.0
1393,2017-03-29,0.08
1394,2017-03-30,0.0
1395,2017-03-31,0.0
1396,2017-04-01,0.0
1397,2017-04-02,0.0
1398,2017-04-03,0.0
1399,2017-04-04,0.0
1400,2017-04-05,0.0
1401,2017-04-06,0.0
1402,2017-04-07,0.0
1403,2017-04-09,
1404,2017-04-10,0.0
1405,2017-04-11,0.0
1406,2017-04-12,0.0
1407,2017-04-13,0.0
1408,2017-04-14,0.36
1409,2017-04-15,0.0
1410,2017-04-16,0.0
1411,2017-04-17,0.3
1412,2017-04-18,0.15
1413,2017-04-19,0.0
1414,2017-04-20,0.35
1415,2017-04-21,2.36
1416,2017-04-24,
1417,2017-04-25,0.0
1418,2017-04-26,0.01
1419,2017-04-27,0.0
1420,2017-04-28,0.0
1421,2017-04-29,6.25
1422,2017-04-30,1.31
1423,2017-05-01,0.07
1424,2017-05-02,0.0
1425,2017-05-03,0.0
1426,2017-05-04,0.0
1427,2017-05-05,0.0
1428,2017-05-06,0.0
1429,2017-05-07,0.0
1430,2017-05-08,0.0
1431,2017-05-09,0.68
1432,2017-05-10,0.06
1433,2017-05-11,0.0
1434,2017-05-12,0.0
1435,2017-05-13,0.0
1436,2017-05-14,0.0
1437,2017-05-15,0.06
1438,2017-05-16,0.0
1439,2017-05-17,0.0
1440,2017-05-18,0.46
1441,2017-05-20,
1442,2017-05-21,0.0
1443,2017-05-22,0.0
1444,2017-05-23,0.0
1445,2017-05-24,0.61
1446,2017-05-25,0.55
1447,2017-05-26,0.0
1448,2017-05-27,0.0
1449,2017-05-28,0.0
1450,2017-05-29,0.0
1451,2017-05-30,0.11
1452,2017-05-31,0.0
1453,2017-06-01,0.0
1454,2017-06-02,0.0
1455,2017-06-03,0.15
1456,2017-06-04,0.0
1457,2017-06-05,0.0
1458,2017-06-06,0.0
1459,2017-06-07,0.0
1460,2017-06-08,0.0
1461,2017-06-09,0.0
1462,2017-06-10,0.13
1463,2017-06-11,0.25
1464,2017-06-12,0.14
1465,2017-06-13,0.03
1466,2017-06-14,0.06
1467,2017-06-15,0.0
1468,2017-06-16,0.0
1469,2017-06-17,0.0
1470,2017-06-18,0.0
1471,2017-06-19,0.01
1472,2017-06-21,
1473,2017-06-22,0.0
1474,2017-06-23,0.05
1475,2017-06-24,0.0
1476,2017-06-25,0.0
1477,2017-06-26,0.0
1478,2017-06-27,0.0
1479,2017-06-28,0.0
1480,2017-06-29,0.0
1481,2017-06-30,0.07
1482,2017-07-02,
1483,2017-07-03,0.02
1484,2017-07-05,
1485,2017-07-06,0.0
1486,2017-07-07,0.0
1487,2017-07-08,0.0
1488,2017-07-09,0.0
1489,2017-07-10,0.0
1490,2017-07-11,0.0
1491,2017-07-12,0.0
1492,2017-07-13,0.11
1493,2017-07-14,0.0
1494,2017-07-15,0.0
1495,2017-07-16,0.0
1496,2017-07-17,0.0
1497,2017-07-18,0.0
1498,2017-07-19,0.0
1499,2017-07-20,0.33
1500,2017-07-21,0.0
1501,2017-07-22,0.0
1502,2017-07-24,
1503,2017-07-25,0.05
1504,2017-07-26,0.0
1505,2017-07-27,0.0
1506,2017-07-28,0.0
1507,2017-07-29,0.0
1508,2017-07-30,0.0
1509,2017-07-31,0.0
1510,2017-08-01,0.0
1511,2017-08-02,0.0
1512,2017-08-03,0.0
1513,2017-08-04,0.0
1514,2017-08-06,0.0
1515,2017-08-07,0.0
1516,2017-08-08,0.0
1517,2017-08-10,0.0
1518,2017-08-11,0.0
1519,2017-08-12,0.0
1520,2017-08-13,0.0
1521,2017-08-14,0.08
1522,2017-08-15,0.06
1523,2017-08-16,0.07
1524,2017-08-17,0.05
1525,2017-08-19,
1526,2017-08-21,
1527,2017-08-22,0.0
1528,2017-08-23,0.08
1529,2016-08-23,1.79
1530,2016-08-24,2.15
1531,2016-08-25,0.06
1532,2016-08-26,0.01
1533,2016-08-27,0.12
1534,2016-08-28,0.6
1535,2016-08-29,0.35
1536,2016-08-30,0.0
1537,2016-08-31,0.24
1538,2016-09-01,0.02
1539,2016-09-02,0.01
1540,2016-09-03,0.12
1541,2016-09-04,0.14
1542,2016-09-05,0.03
1543,2016-09-06,0.11
1544,2016-09-07,0.16
1545,2016-09-08,0.07
1546,2016-09-09,0.16
1547,2016-09-10,0.09
1548,2016-09-11,0.3
1549,2016-09-12,0.31
1550,2016-09-13,0.34
1551,2016-09-14,2.33
1552,2016-09-15,0.83
1553,2016-09-16,0.06
1554,2016-09-17,0.36
1555,2016-09-18,0.07
1556,2016-09-19,0.01
1557,2016-09-20,0.22
1558,2016-09-21,0.07
1559,2016-09-22,0.34
1560,2016-09-23,0.94
1561,2016-09-24,0.01
1562,2016-09-25,0.03
1563,2016-09-26,0.17
1564,2016-09-27,0.17
1565,2016-09-28,0.0
1566,2016-09-29,0.59
1567,2016-09-30,0.25
1568,2016-10-01,0.14
1569,2016-10-02,0.06
1570,2016-10-03,0.16
1571,2016-10-04,0.03
1572,2016-10-05,0.01
1573,2016-10-06,0.0
1574,2016-10-07,0.0
1575,2016-10-08,0.0
1576,2016-10-09,0.0
1577,2016-10-10,0.0
1578,2016-10-11,0.28
1579,2016-10-12,0.03
1580,2016-10-13,0.0
1581,2016-10-14,0.0
1582,2016-10-15,0.04
1583,2016-10-16,0.0
1584,2016-10-17,0.01
1585,2016-10-18,0.02
1586,2016-10-19,0.11
1587,2016-10-20,0.0
1588,2016-10-21,0.0
1589,2016-10-22,0.15
1590,2016-10-23,0.02
1591,2016-10-24,0.08
1592,2016-10-25,0.11
1593,2016-10-26,0.01
1594,2016-10-27,0.22
1595,2016-10-28,0.05
1596,2016-10-29,0.1
1597,2016-10-30,0.16
1598,2016-10-31,0.07
1599,2016-11-01,0.1
1600,2016-11-02,0.0
1601,2016-11-03,0.0
1602,2016-11-04,0.0
1603,2016-11-05,0.03
1604,2016-11-06,0.01
1605,2016-11-07,0.0
1606,2016-11-08,0.21
1607,2016-11-09,0.11
1608,2016-11-10,0.0
1609,2016-11-11,0.0
1610,2016-11-12,0.0
1611,2016-11-13,0.0
1612,2016-11-14,0.0
1613,2016-11-15,0.0
1614,2016-11-16,0.24
1615,2016-11-17,0.01
1616,2016-11-18,0.0
1617,2016-11-19,0.11
1618,2016-11-20,0.39
1619,2016-11-21,0.11
1620,2016-11-22,2.05
1621,2016-11-23,0.25
1622,2016-11-24,0.3
1623,2016-11-25,0.08
1624,2016-11-26,0.06
1625,2016-11-27,0.17
1626,2016-11-28,0.0
1627,2016-11-29,0.09
1628,2016-11-30,0.05
1629,2016-12-01,0.37
1630,2016-12-02,0.35
1631,2016-12-03,0.77
1632,2016-12-04,0.04
1633,2016-12-05,0.22
1634,2016-12-06,0.0
1635,2016-12-07,0.12
1636,2016-12-08,0.07
1637,2016-12-09,0.31
1638,2016-12-10,0.02
1639,2016-12-11,0.0
1640,2016-12-12,0.0
1641,2016-12-13,0.04
1642,2016-12-14,0.92
1643,2016-12-15,0.14
1644,2016-12-16,0.03
1645,2016-12-17,0.07
1646,2016-12-18,0.16
1647,2016-12-19,0.03
1648,2016-12-20,0.0
1649,2016-12-21,0.11
1650,2016-12-22,0.86
1651,2016-12-23,0.24
1652,2016-12-24,0.2
1653,2016-12-25,0.02
1654,2016-12-26,0.22
1655,2016-12-27,0.05
1656,2016-12-28,0.09
1657,2016-12-29,0.52
1658,2016-12-30,0.29
1659,2016-12-31,0.25
1660,2017-01-01,0.03
1661,2017-01-02,0.01
1662,2017-01-03,0.0
1663,2017-01-04,0.0
1664,2017-01-05,0.06
1665,2017-01-06,0.1
1666,2017-01-07,0.0
1667,2017-01-08,0.0
1668,2017-01-09,0.0
1669,2017-01-10,0.0
1670,2017-01-11,0.0
1671,2017-01-12,0.0
1672,2017-01-13,0.0
1673,2017-01-14,0.01
1674,2017-01-15,0.0
1675,2017-01-16,0.0
1676,2017-01-17,0.0
1677,2017-01-18,0.0
1678,2017-01-19,0.02
1679,2017-01-20,0.0
1680,2017-01-21,0.03
1681,2017-01-22,0.09
1682,2017-01-23,0.01
1683,2017-01-24,0.13
1684,2017-01-25,0.79
1685,2017-01-26,0.0
1686,2017-01-27,0.03
1687,2017-01-28,0.0
1688,2017-01-29,0.26
1689,2017-01-30,0.0
1690,2017-01-31,0.0
1691,2017-02-01,0.0
1692,2017-02-02,0.0
1693,2017-02-03,0.0
1694,2017-02-04,0.0
1695,2017-02-05,0.0
1696,2017-02-06,0.18
1697,2017-02-07,1.32
1698,2017-02-08,0.0
1699,2017-02-09,0.0
1700,2017-02-10,0.0
1701,2017-02-11,1.73
1702,2017-02-12,2.98
1703,2017-02-13,0.01
1704,2017-02-14,0.0
1705,2017-02-15,0.01
1706,2017-02-16,0.73
1707,2017-02-17,0.13
1708,2017-02-18,0.0
1709,2017-02-19,0.09
1710,2017-02-20,0.0
1711,2017-02-21,0.0
1712,2017-02-22,0.06
1713,2017-02-23,0.0
1714,2017-02-24,0.0
1715,2017-02-25,0.0
1716,2017-02-26,0.0
1717,2017-02-27,0.0
1718,2017-02-28,0.04
1719,2017-03-01,2.12
1720,2017-03-02,1.88
1721,2017-03-03,0.27
1722,2017-03-04,0.0
1723,2017-03-05,0.41
1724,2017-03-06,0.03
1725,2017-03-07,0.0
1726,2017-03-08,0.0
1727,2017-03-09,0.65
1728,2017-03-10,0.03
1729,2017-03-11,0.01
1730,2017-03-12,0.0
1731,2017-03-13,0.0
1732,2017-03-14,0.0
1733,2017-03-15,0.06
1734,2017-03-16,0.0
1735,2017-03-17,0.12
1736,2017-03-18,0.0
1737,2017-03-19,0.0
1738,2017-03-20,0.02
1739,2017-03-21,0.09
1740,2017-03-22,0.0
1741,2017-03-23,0.0
1742,2017-03-24,0.12
1743,2017-03-25,0.93
1744,2017-03-26,0.0
1745,2017-03-27,0.01
1746,2017-03-28,0.0
1747,2017-03-29,0.01
1748,2017-03-30,0.04
1749,2017-03-31,0.01
1750,2017-04-01,0.21
1751,2017-04-02,0.0
1752,2017-04-03,0.26
1753,2017-04-04,0.09
1754,2017-04-05,0.1
1755,2017-04-06,0.06
1756,2017-04-07,0.0
1757,2017-04-08,0.0
1758,2017-04-09,0.0
1759,2017-04-10,0.01
1760,2017-04-11,0.03
1761,2017-04-12,0.11
1762,2017-04-13,0.59
1763,2017-04-14,2.3
1764,2017-04-15,0.38
1765,2017-04-16,0.47
1766,2017-04-17,1.04
1767,2017-04-18,2.03
1768,2017-04-19,0.02
1769,2017-04-20,0.05
1770,2017-04-21,1.74
1771,2017-04-22,1.58
1772,2017-04-23,0.06
1773,2017-04-24,0.01
1774,2017-04-25,0.0
1775,2017-04-26,0.02
1776,2017-04-27,0.19
1777,2017-04-28,0.76
1778,2017-04-29,0.37
1779,2017-04-30,1.04
1780,2017-05-01,0.13
1781,2017-05-02,0.01
1782,2017-05-03,0.01
1783,2017-05-04,0.0
1784,2017-05-05,0.0
1785,2017-05-06,0.0
1786,2017-05-07,0.02
1787,2017-05-08,0.73
1788,2017-05-09,1.58
1789,2017-05-10,0.2
1790,2017-05-11,0.12
1791,2017-05-12,0.02
1792,2017-05-13,0.12
1793,2017-05-14,0.17
1794,2017-05-15,0.09
1795,2017-05-16,0.03
1796,2017-05-17,0.07
1797,2017-05-18,0.13
1798,2017-05-19,0.01
1799,2017-05-20,0.02
1800,2017-05-21,0.01
1801,2017-05-22,0.06
1802,2017-05-23,0.06
1803,2017-05-24,0.3
1804,2017-05-25,0.2
1805,2017-05-26,0.0
1806,2017-05-27,0.0
1807,2017-05-28,0.08
1808,2017-05-29,0.4
1809,2017-05-30,1.12
1810,2017-05-31,0.25
1811,2017-06-01,0.0
1812,2017-06-02,0.09
1813,2017-06-03,0.08
1814,2017-06-04,0.13
1815,2017-06-05,0.05
1816,2017-06-06,0.0
1817,2017-06-07,0.0
1818,2017-06-08,0.0
1819,2017-06-09,0.02
1820,2017-06-10,0.62
1821,2017-06-11,0.74
1822,2017-06-12,0.24
1823,2017-06-13,0.24
1824,2017-06-14,0.22
1825,2017-06-15,0.55
1826,2017-06-16,0.06
1827,2017-06-17,0.07
1828,2017-06-18,0.24
1829,2017-06-19,0.08
1830,2017-06-20,0.0
1831,2017-06-21,0.19
1832,2017-06-22,0.06
1833,2017-06-23,0.12
1834,2017-06-24,0.36
1835,2017-06-25,0.02
1836,2017-06-26,0.06
1837,2017-06-27,0.01
1838,2017-06-28,0.0
1839,2017-06-29,0.0
1840,2017-06-30,0.01
1841,2017-07-01,0.08
1842,2017-07-02,0.15
1843,2017-07-03,0.15
1844,2017-07-04,0.08
1845,2017-07-05,0.0
1846,2017-07-06,0.0
1847,2017-07-07,0.18
1848,2017-07-08,0.0
1849,2017-07-09,0.11
1850,2017-07-10,0.02
1851,2017-07-11,0.02
1852,2017-07-12,0.28
1853,2017-07-13,0.32
1854,2017-07-14,0.2
1855,2017-07-15,0.05
1856,2017-07-16,0.1
1857,2017-07-17,0.21
1858,2017-07-18,0.05
1859,2017-07-19,0.05
1860,2017-07-20,0.06
1861,2017-07-21,0.03
1862,2017-07-22,0.2
1863,2017-07-23,0.2
1864,2017-07-24,0.61
1865,2017-07-25,0.11
1866,2017-07-26,0.12
1867,2017-07-27,0.01
1868,2017-07-28,0.09
1869,2017-07-29,0.23
1870,2017-07-30,0.0
1871,2017-07-31,0.0
1872,2017-08-04,0.0
1873,2017-08-05,0.06
1874,2017-08-06,0.0
1875,2017-08-13,0.0
1876,2017-08-14,0.0
1877,2017-08-15,0.32
1878,2017-08-16,0.12
1879,2017-08-17,0.01
1880,2017-08-18,0.06
1881,2016-08-23,0.7
1882,2016-08-24,1.45
1883,2016-08-25,0.11
1884,2016-08-27,
1885,2016-08-28,2.07
1886,2016-08-29,0.9
1887,2016-08-30,0.05
1888,2016-08-31,2.46
1889,2016-09-01,0.01
1890,2016-09-02,0.03
1891,2016-09-03,1.0
1892,2016-09-04,0.44
1893,2016-09-05,0.18
1894,2016-09-06,1.0
1895,2016-09-07,1.35
1896,2016-09-08,0.15
1897,2016-09-09,0.35
1898,2016-09-10,1.16
1899,2016-09-11,0.6
1900,2016-09-12,1.04
1901,2016-09-13,1.2
1902,2016-09-14,6.7
1903,2016-09-15,3.35
1904,2016-09-16,0.61
1905,2016-09-17,0.23
1906,2016-09-18,0.42
1907,2016-09-19,0.25
1908,2016-09-20,0.43
1909,2016-09-21,1.02
1910,2016-09-22,0.75
1911,2016-09-23,0.33
1912,2016-09-24,0.27
1913,2016-09-25,0.04
1914,2016-09-26,1.02
1915,2016-09-27,1.0
1916,2016-09-28,0.05
1917,2016-09-29,1.49
1918,2016-09-30,0.38
1919,2016-10-01,1.02
1920,2016-10-02,0.61
1921,2016-10-03,0.46
1922,2016-10-04,3.46
1923,2016-10-05,0.81
1924,2016-10-06,0.04
1925,2016-10-07,0.01
1926,2016-10-08,0.04
1927,2016-10-09,0.0
1928,2016-10-10,0.0
1929,2016-10-11,0.35
1930,2016-10-12,0.02
1931,2016-10-13,0.06
1932,2016-10-14,0.0
1933,2016-10-15,0.33
1934,2016-10-16,0.0
1935,2016-10-17,0.38
1936,2016-10-18,0.48
1937,2016-10-19,0.0
1938,2016-10-20,1.0
1939,2016-10-21,0.09
1940,2016-10-22,1.37
1941,2016-10-23,0.24
1942,2016-10-24,0.7
1943,2016-10-25,0.4
1944,2016-10-26,0.0
1945,2016-10-27,1.25
1946,2016-10-28,0.37
1947,2016-10-29,0.25
1948,2016-10-30,0.95
1949,2016-10-31,1.35
1950,2016-11-01,0.09
1951,2016-11-02,0.04
1952,2016-11-03,0.02
1953,2016-11-04,0.06
1954,2016-11-05,0.38
1955,2016-11-06,0.05
1956,2016-11-07,0.05
1957,2016-11-08,0.53
1958,2016-11-09,0.04
1959,2016-11-10,0.01
1960,2016-11-11,0.0
1961,2016-11-12,0.0
1962,2016-11-13,0.0
1963,2016-11-14,0.02
1964,2016-11-15,0.05
1965,2016-11-16,0.91
1966,2016-11-17,0.02
1967,2016-11-20,
1968,2016-11-21,2.87
1969,2016-11-22,2.11
1970,2016-11-23,0.22
1971,2016-11-24,0.72
1972,2016-11-25,1.03
1973,2016-11-26,0.3
1974,2016-11-27,0.29
1975,2016-11-28,0.69
1976,2016-11-29,0.2
1977,2016-11-30,0.79
1978,2016-12-01,0.72
1979,2016-12-02,1.27
1980,2016-12-03,1.62
1981,2016-12-04,0.31
1982,2016-12-05,1.6
1983,2016-12-06,0.0
1984,2016-12-07,0.02
1985,2016-12-08,0.03
1986,2016-12-09,0.42
1987,2016-12-10,0.04
1988,2016-12-11,0.13
1989,2016-12-12,0.01
1990,2016-12-13,0.09
1991,2016-12-14,0.33
1992,2016-12-15,0.03
1993,2016-12-16,0.0
1994,2016-12-18,
1995,2016-12-19,0.15
1996,2016-12-20,0.0
1997,2016-12-21,0.55
1998,2016-12-22,1.24
1999,2016-12-23,0.83
2000,2016-12-24,1.08
2001,2016-12-25,0.38
2002,2016-12-26,1.48
2003,2016-12-27,0.14
2004,2016-12-28,0.14
2005,2016-12-29,1.03
2006,2016-12-30,2.37
2007,2016-12-31,0.9
2008,2017-01-01,0.03
2009,2017-01-02,0.0
2010,2017-01-03,0.0
2011,2017-01-04,0.0
2012,2017-01-05,0.47
2013,2017-01-06,0.1
2014,2017-01-07,0.0
2015,2017-01-08,0.03
2016,2017-01-09,0.0
2017,2017-01-10,0.0
2018,2017-01-11,0.0
2019,2017-01-12,0.0
2020,2017-01-13,0.0
2021,2017-01-14,0.0
2022,2017-01-15,0.01
2023,2017-01-16,0.0
2024,2017-01-17,0.0
2025,2017-01-18,0.07
2026,2017-01-19,0.0
2027,2017-01-20,0.0
2028,2017-01-21,0.08
2029,2017-01-22,0.72
2030,2017-01-23,0.85
2031,2017-01-24,1.85
2032,2017-01-25,2.64
2033,2017-01-26,0.1
2034,2017-01-27,0.03
2035,2017-01-28,0.0
2036,2017-01-29,0.55
2037,2017-01-30,0.0
2038,2017-01-31,0.0
2039,2017-02-01,0.0
2040,2017-02-02,0.0
2041,2017-02-04,
2042,2017-02-05,0.0
2043,2017-02-06,0.0
2044,2017-02-07,1.79
2045,2017-02-08,0.0
2046,2017-02-09,0.0
2047,2017-02-10,0.0
2048,2017-02-11,0.73
2049,2017-02-12,1.83
2050,2017-02-13,0.0
2051,2017-02-14,0.01
2052,2017-02-15,0.07
2053,2017-02-16,0.13
2054,2017-02-18,
2055,2017-02-19,0.1
2056,2017-02-20,0.0
2057,2017-02-21,0.07
2058,2017-02-22,0.32
2059,2017-02-23,0.0
2060,2017-02-24,0.0
2061,2017-02-25,0.12
2062,2017-02-26,0.0
2063,2017-02-27,0.0
2064,2017-02-28,0.58
2065,2017-03-01,2.0
2066,2017-03-02,0.58
2067,2017-03-03,0.56
2068,2017-03-04,0.0
2069,2017-03-05,0.35
2070,2017-03-06,0.0
2071,2017-03-07,0.0
2072,2017-03-08,0.0
2073,2017-03-09,0.01
2074,2017-03-10,0.0
2075,2017-03-11,0.0
2076,2017-03-13,
2077,2017-03-14,0.0
2078,2017-03-15,0.0
2079,2017-03-16,0.0
2080,2017-03-18,
2081,2017-03-19,0.0
2082,2017-03-20,0.0
2083,2017-03-21,0.0
2084,2017-03-22,0.0
2085,2017-03-23,0.03
2086,2017-03-24,0.17
2087,2017-03-25,0.48
2088,2017-03-26,0.0
2089,2017-03-27,0.0
2090,2017-03-28,0.68
2091,2017-03-29,0.07
2092,2017-03-31,
2093,2017-04-01,0.2
2094,2017-04-02,0.0
2095,2017-04-03,0.23
2096,2017-04-04,0.02
2097,2017-04-05,0.45
2098,2017-04-06,0.0
2099,2017-04-08,
2100,2017-04-09,0.0
2101,2017-04-10,0.0
2102,2017-04-11,0.25
2103,2017-04-12,0.65
2104,2017-04-13,0.23
2105,2017-04-14,2.82
2106,2017-04-15,0.9
2107,2017-04-16,0.11
2108,2017-04-17,1.3
2109,2017-04-18,0.98
2110,2017-04-19,0.14
